opt_step,train_loss,train_acc,val_loss,val_acc
10,4.70677604675293,0.010286458333333333,4.6792387008667,0.010091145833333332
20,4.638884353637695,0.0091796875,4.656271266937256,0.009114583333333332
30,4.611696052551269,0.01015625,4.645271587371826,0.009700520833333334
40,4.59790530204773,0.014322916666666666,4.633995103836059,0.0064453125
50,4.591351127624511,0.0095703125,4.627370452880859,0.008333333333333333
60,4.58344578742981,0.011848958333333333,4.62308087348938,0.0064453125
70,4.57629280090332,0.014388020833333334,4.621282911300659,0.007421875
80,4.567437553405762,0.0154296875,4.620430183410645,0.011848958333333333
90,4.564714097976685,0.020638020833333333,4.619984579086304,0.0126953125
100,4.556996917724609,0.0259765625,4.6209369659423825,0.0115234375
110,4.552575492858887,0.022265625,4.62158203125,0.012890625
120,4.544280910491944,0.02591145833333333,4.620874738693237,0.016341145833333334
130,4.545727300643921,0.02877604166666667,4.62017297744751,0.016731770833333333
140,4.536487150192261,0.02630208333333333,4.618224620819092,0.0140625
150,4.531913614273071,0.030143229166666667,4.615733098983765,0.0150390625
160,4.5105674266815186,0.03131510416666667,4.612642240524292,0.0142578125
170,4.514374780654907,0.028450520833333333,4.612475299835205,0.0138671875
180,4.490021181106568,0.033203125,4.60973744392395,0.013671875
190,4.496775054931641,0.028125,4.607121896743775,0.0142578125
200,4.479568290710449,0.03359375,4.60782036781311,0.014778645833333335
210,4.491535806655884,0.0296875,4.612876844406128,0.016861979166666666
220,4.464454603195191,0.041276041666666666,4.617445564270019,0.014778645833333335
230,4.470914077758789,0.031966145833333334,4.622457122802734,0.014973958333333334
240,4.472666692733765,0.03723958333333333,4.626718807220459,0.012890625
250,4.459054040908813,0.03138020833333333,4.632600975036621,0.013802083333333335
260,4.458882808685303,0.03697916666666667,4.640070009231567,0.014192708333333335
270,4.454211139678955,0.035872395833333334,4.647328948974609,0.013216145833333335
280,4.443630647659302,0.03815104166666667,4.655807256698608,0.013411458333333334
290,4.437128782272339,0.03697916666666667,4.66223177909851,0.013606770833333334
300,4.436522817611694,0.03912760416666667,4.669104719161988,0.012109375
310,4.428632831573486,0.037825520833333334,4.677698278427124,0.0126953125
320,4.4274149417877195,0.03821614583333333,4.691063308715821,0.014583333333333334
330,4.416914415359497,0.03951822916666667,4.693721628189087,0.014583333333333334
340,4.399306726455689,0.04108072916666667,4.7033398151397705,0.016666666666666666
350,4.407828378677368,0.04108072916666667,4.7181652069091795,0.016861979166666666
360,4.4001976490020756,0.04264322916666667,4.725474309921265,0.014973958333333334
370,4.398960876464844,0.03938802083333333,4.733479928970337,0.0126953125
380,4.390682172775269,0.03984375,4.749799203872681,0.013606770833333334
390,4.378095865249634,0.042578125,4.761498975753784,0.014388020833333334
400,4.379187726974488,0.0390625,4.771255826950073,0.014583333333333334
410,4.3585888862609865,0.04205729166666667,4.785065746307373,0.013997395833333334
420,4.354133939743042,0.04401041666666667,4.799808216094971,0.014583333333333334
430,4.351469707489014,0.0455078125,4.80923810005188,0.013997395833333334
440,4.3467761993408205,0.0408203125,4.82345724105835,0.013606770833333334
450,4.33529143333435,0.04290364583333333,4.833376932144165,0.013411458333333334
460,4.32357931137085,0.0501953125,4.845656061172486,0.013802083333333335
470,4.313658666610718,0.04934895833333333,4.852656507492066,0.013997395833333334
480,4.31119556427002,0.0501953125,4.860262632369995,0.013606770833333334
490,4.315621852874756,0.04700520833333333,4.870415592193604,0.012630208333333334
500,4.28588752746582,0.04967447916666667,4.875481462478637,0.011328125
510,4.284546852111816,0.057356770833333334,4.885873603820801,0.01171875
520,4.271850681304931,0.0509765625,4.897589159011841,0.010546875
530,4.276449203491211,0.051953125,4.905301332473755,0.0111328125
540,4.288156461715698,0.0474609375,4.907041311264038,0.0107421875
550,4.283939933776855,0.04830729166666667,4.914531087875366,0.013411458333333334
560,4.257900953292847,0.053385416666666664,4.9134129047393795,0.0103515625
570,4.266553163528442,0.05162760416666666,4.913253593444824,0.010546875
580,4.2509078025817875,0.056380208333333334,4.922894096374511,0.0109375
590,4.245299386978149,0.058919270833333336,4.933906030654907,0.01171875
600,4.242044925689697,0.058203125,4.9310346126556395,0.010546875
610,4.248930406570435,0.058333333333333334,4.9340019702911375,0.0109375
620,4.2204491138458256,0.058984375,4.93514232635498,0.0103515625
630,4.2159059047698975,0.057291666666666664,4.943692970275879,0.0103515625
640,4.2280041694641115,0.061263020833333334,4.9528489112854,0.010546875
650,4.200318098068237,0.0626953125,4.953490447998047,0.0107421875
660,4.201398658752441,0.06627604166666666,4.959548282623291,0.0107421875
670,4.208338069915771,0.06575520833333334,4.958384466171265,0.01015625
680,4.199083566665649,0.0703125,4.961271095275879,0.0103515625
690,4.200520849227905,0.06484375,4.967819929122925,0.01015625
700,4.173362922668457,0.0673828125,4.966619062423706,0.01015625
710,4.170723581314087,0.06471354166666667,4.97330527305603,0.0099609375
720,4.181110954284668,0.06516927083333333,4.977852725982666,0.009765625
730,4.160605525970459,0.07180989583333333,4.978235483169556,0.01015625
740,4.167041540145874,0.06953125,4.98871488571167,0.010546875
750,4.161624383926392,0.07858072916666667,4.983088827133178,0.0109375
760,4.159446287155151,0.06634114583333334,4.9865233421325685,0.009765625
770,4.152538108825683,0.07298177083333333,4.996068859100342,0.010546875
780,4.133073329925537,0.07916666666666666,4.996321296691894,0.0099609375
790,4.148100805282593,0.07220052083333334,5.0000457763671875,0.01015625
800,4.13016791343689,0.0755859375,5.004256772994995,0.01015625
810,4.122425651550293,0.07747395833333334,5.004976844787597,0.01015625
820,4.12438817024231,0.07154947916666667,5.009469413757325,0.0095703125
